"DATE","Value"
1990-03-01,2767
1990-04-01,2692
1990-05-01,2677
1990-06-01,2618
1990-07-01,2607
1990-08-01,2604
1990-09-01,2642
1990-10-01,2663
1990-11-01,2569
1990-12-01,2532
1991-01-01,2522
1991-02-01,2536
1991-03-01,2535
1991-04-01,2534
1991-05-01,2544
1991-06-01,2539
1991-07-01,2549
1991-08-01,2558
1991-09-01,2590
1991-10-01,2526
1991-11-01,2481
1991-12-01,2462
1992-01-01,2508
1992-02-01,2540
1992-03-01,2474
1992-04-01,2489
1992-05-01,2467
1992-06-01,2436
1992-07-01,2477
1992-08-01,2451
1992-09-01,2472
1992-10-01,2496
1992-11-01,2456
1992-12-01,2543
1993-01-01,2644
1993-02-01,2565
1993-03-01,2522
1993-04-01,2645
1993-05-01,2704
1993-06-01,2543
1993-07-01,2639
1993-08-01,2658
1993-09-01,2702
1993-10-01,2697
1993-11-01,2741
1993-12-01,2764
1994-01-01,2695
1994-02-01,2740
1994-03-01,2824
1994-04-01,2764
1994-05-01,2854
1994-06-01,2875
1994-07-01,2837
1994-08-01,2866
1994-09-01,2899
1994-10-01,2980
1994-11-01,3007
1994-12-01,2982
1995-01-01,2896
1995-02-01,2860
1995-03-01,2934
1995-04-01,2939
1995-05-01,2918
1995-06-01,2914
1995-07-01,2970
1995-08-01,2955
1995-09-01,3051
1995-10-01,2963
1995-11-01,2944
1995-12-01,2954
1996-01-01,2953
1996-02-01,2959
1996-03-01,3007
1996-04-01,3042
1996-05-01,3078
1996-06-01,3080
1996-07-01,3053
1996-08-01,3049
1996-09-01,3023
1996-10-01,3037
1996-11-01,3037
1996-12-01,3025
1997-01-01,3013
1997-02-01,3017
1997-03-01,3032
1997-04-01,3000
1997-05-01,3012
1997-06-01,3098
1997-07-01,3087
1997-08-01,3086
1997-09-01,3101
1997-10-01,3106
1997-11-01,3150
1997-12-01,3170
1998-01-01,3086
1998-02-01,3125
1998-03-01,3073
1998-04-01,3124
1998-05-01,3082
1998-06-01,3084
1998-07-01,3025
1998-08-01,2997
1998-09-01,2989
1998-10-01,3007
1998-11-01,2978
1998-12-01,2978
1999-01-01,3000
1999-02-01,3043
1999-03-01,3040
1999-04-01,3031
1999-05-01,3056
1999-06-01,3094
1999-07-01,3052
1999-08-01,3074
1999-09-01,3108
1999-10-01,3074
1999-11-01,3041
1999-12-01,3092
2000-01-01,3018
2000-02-01,3080
2000-03-01,3092
2000-04-01,3065
2000-05-01,3124
2000-06-01,3073
2000-07-01,3116
2000-08-01,3046
2000-09-01,3085
2000-10-01,3008
2000-11-01,3029
2000-12-01,3038
2001-01-01,3081
2001-02-01,3040
2001-03-01,2991
2001-04-01,3057
2001-05-01,3052
2001-06-01,2998
2001-07-01,3023
2001-08-01,3025
2001-09-01,2983
2001-10-01,3027
2001-11-01,3095
2001-12-01,2990
2002-01-01,2988
2002-02-01,2993
2002-03-01,2977
2002-04-01,2977
2002-05-01,2913
2002-06-01,2922
2002-07-01,2873
2002-08-01,2915
2002-09-01,2955
2002-10-01,3011
2002-11-01,2998
2002-12-01,2966
2003-01-01,3014
2003-02-01,2997
2003-03-01,3008
2003-04-01,3010
2003-05-01,3005
2003-06-01,3095
2003-07-01,3118
2003-08-01,3227
2003-09-01,3175
2003-10-01,3173
2003-11-01,3263
2003-12-01,3255
2004-01-01,3284
2004-02-01,3269
2004-03-01,3269
2004-04-01,3185
2004-05-01,3265
2004-06-01,3267
2004-07-01,3322
2004-08-01,3361
2004-09-01,3364
2004-10-01,3356
2004-11-01,3388
2004-12-01,3377
2005-01-01,3467
2005-02-01,3501
2005-03-01,3435
2005-04-01,3562
2005-05-01,3533
2005-06-01,3507
2005-07-01,3509
2005-08-01,3538
2005-09-01,3538
2005-10-01,3644
2005-11-01,3622
2005-12-01,3702
2006-01-01,3785
2006-02-01,3811
2006-03-01,3846
2006-04-01,3839
2006-05-01,3774
2006-06-01,3801
2006-07-01,3781
2006-08-01,3809
2006-09-01,3934
2006-10-01,3928
2006-11-01,3850
2006-12-01,3932
2007-01-01,3894
2007-02-01,3862
2007-03-01,4025
2007-04-01,3937
2007-05-01,4108
2007-06-01,4089
2007-07-01,4124
2007-08-01,4069
2007-09-01,4041
2007-10-01,4081
2007-11-01,4135
2007-12-01,4088
2008-01-01,4136
2008-02-01,4123
2008-03-01,4124
2008-04-01,4207
2008-05-01,4306
2008-06-01,4367
2008-07-01,4332
2008-08-01,4301
2008-09-01,4152
2008-10-01,4064
2008-11-01,4071
2008-12-01,4095
2009-01-01,4265
2009-02-01,4209
2009-03-01,4081
2009-04-01,4179
2009-05-01,4176
2009-06-01,4161
2009-07-01,4206
2009-08-01,4238
2009-09-01,4200
2009-10-01,4192
2009-11-01,4137
2009-12-01,4279
2010-01-01,4290
2010-02-01,4229
2010-03-01,4301
2010-04-01,4309
2010-05-01,4296
2010-06-01,4342
2010-07-01,4317
2010-08-01,4368
2010-09-01,4385
2010-10-01,4368
2010-11-01,4468
2010-12-01,4438
2011-01-01,4478
2011-02-01,4476
2011-03-01,4526
2011-04-01,4542
2011-05-01,4539
2011-06-01,4556
2011-07-01,4514
2011-08-01,4578
2011-09-01,4636
2011-10-01,4673
2011-11-01,4641
2011-12-01,4591
2012-01-01,4690
2012-02-01,4785
2012-03-01,4900
2012-04-01,4886
2012-05-01,4900
2012-06-01,4894
2012-07-01,4948
2012-08-01,4950
2012-09-01,4918
2012-10-01,4946
2012-11-01,4937
2012-12-01,5091
2013-01-01,5331
2013-02-01,5245
2013-03-01,5098
2013-04-01,4915
2013-05-01,4945
2013-06-01,4933
2013-07-01,4917
2013-08-01,4839
2013-09-01,4837
2013-10-01,4860
2013-11-01,4893
2013-12-01,4859
2014-01-01,4679
2014-02-01,4804
2014-03-01,4812
2014-04-01,4864
2014-05-01,4872
2014-06-01,4950
2014-07-01,4875
2014-08-01,5028
2014-09-01,5003
2014-10-01,5055
2014-11-01,5034
2014-12-01,4932
2015-01-01,4862
2015-02-01,4870
2015-03-01,4953
2015-04-01,4927
2015-05-01,4982
2015-06-01,4961
2015-07-01,4994
2015-08-01,4989
2015-09-01,5048
2015-10-01,4941
2015-11-01,4990
2015-12-01,5077
2016-01-01,5091
2016-02-01,5094
2016-03-01,5085
2016-04-01,4937
2016-05-01,5033
2016-06-01,5229
2016-07-01,5003
2016-08-01,4864
2016-09-01,4853
2016-10-01,4854
2016-11-01,4798
2016-12-01,4817
2017-01-01,4906
2017-02-01,4807
2017-03-01,4741
2017-04-01,4769
2017-05-01,4744
2017-06-01,4768
2017-07-01,4709
2017-08-01,4770
2017-09-01,4808
2017-10-01,4812
2017-11-01,4939
2017-12-01,4942
2018-01-01,4824
2018-02-01,5018
2018-03-01,4810
2018-04-01,4802
2018-05-01,4790
2018-06-01,4669
2018-07-01,4640
2018-08-01,4586
2018-09-01,4433
2018-10-01,4506
2018-11-01,4643
2018-12-01,4516
2019-01-01,4600
2019-02-01,4658
2019-03-01,4698
2019-04-01,4791
2019-05-01,4825
2019-06-01,4895
2019-07-01,4906
2019-08-01,4929
2019-09-01,4888
2019-10-01,4944
2019-11-01,4861
2019-12-01,5059
2020-01-01,5014
2020-02-01,4926
2020-03-01,4680
2020-04-01,3857
2020-05-01,5750
2020-06-01,6838
2020-07-01,6577
2020-08-01,6029
2020-09-01,6517
2020-10-01,6416
2020-11-01,6330
2020-12-01,6458
2021-01-01,7063
2021-02-01,6365
2021-03-01,7704
2021-04-01,7548
2021-05-01,7204
2021-06-01,6959
2021-07-01,6773
2021-08-01,6980
2021-09-01,6925
2021-10-01,6967
2021-11-01,7505
2021-12-01,7252
2022-01-01,6994
2022-02-01,7093
2022-03-01,7156
2022-04-01,7252
2022-05-01,7139
2022-06-01,7204
2022-07-01,7282
2022-08-01,7232
2022-09-01,7275
2022-10-01,7360
2022-11-01,7226
2022-12-01,7315
2023-01-01,7341
2023-02-01,7226
2023-03-01,7212
2023-04-01,7304
2023-05-01,7280
2023-06-01,7200
2023-07-01,7468
2023-08-01,7352
2023-09-01,7362
