"date","GIS","KHC","MDLZ","TSN","ADM"
2000-01-03,8.40600204467773,NA,NA,11.2514457702637,6.47389125823975
2000-01-04,8.25344371795654,NA,NA,11.2076644897461,6.40645742416382
2000-01-05,8.20767688751221,NA,NA,11.2514457702637,6.30530309677124
2000-01-06,8.25997543334961,NA,NA,11.3390064239502,6.33902406692505
2000-01-07,8.27535533905029,NA,NA,11.8643655776978,6.44017457962036
2000-01-08,8.22555836764249,NA,NA,11.6434769630432,6.40185973861001
2000-01-09,8.1890791979703,NA,NA,11.7171082496643,6.41412073915655
2000-01-10,8.10615921020508,NA,NA,11.7330312728882,6.44017457962036
2000-01-11,8.21382904052734,NA,NA,11.8205871582031,6.33902406692505
2000-01-12,8.19844722747803,NA,NA,11.6016874313354,6.50761127471924
2000-01-13,8.22920894622803,NA,NA,12.0394868850708,6.47389125823975
2000-01-14,8.0446310043335,NA,NA,11.426568031311,6.74363946914673
2000-01-15,8.12068435880873,NA,NA,11.5579070515103,6.69493505689833
2000-01-16,8.09407189914158,NA,NA,11.3734045028687,6.86406176430838
2000-01-17,8.05744902292887,NA,NA,11.1882071495056,7.01713209682041
2000-01-18,8.12154006958008,NA,NA,11.2076644897461,7.04710578918457
2000-01-19,8.0446310043335,NA,NA,11.0325441360474,7.21569204330444
2000-01-20,7.90619516372681,NA,NA,10.9449834823608,7.04710578918457
2000-01-21,7.75237655639648,NA,NA,10.8136463165283,7.01338148117065
2000-01-22,7.7747509913011,NA,NA,10.6743463602933,6.92142529921098
2000-01-23,7.66917683861472,NA,NA,10.3937578634782,6.76509564573115
2000-01-24,7.67546987533569,NA,NA,10.3758478164673,6.67620229721069
2000-01-25,7.4293622970581,NA,NA,9.98183059692383,6.60876703262329
2000-01-26,7.62932252883911,NA,NA,9.8067102432251,6.57504844665527
2000-01-27,7.47550964355469,NA,NA,9.93805122375488,6.47389125823975
2000-01-28,7.44474077224731,NA,NA,9.98183059692383,6.37273979187012
2000-01-29,7.50696877999739,NA,NA,9.84053988890214,6.4229896068573
2000-01-30,7.54122820767489,NA,NA,9.70322903719816,6.39628106897527
2000-01-31,7.67546987533569,NA,NA,9.58780765533447,6.33902406692505
2000-02-01,7.44474077224731,NA,NA,9.71914768218994,6.47389125823975
2000-02-02,7.41398000717163,NA,NA,9.50025081634521,6.36554527282715
2000-02-03,7.53703355789185,NA,NA,9.28135013580322,6.36554527282715
2000-02-04,7.47550964355469,NA,NA,9.10622787475586,6.36554527282715
2000-02-05,7.49927952072837,NA,NA,9.15796834772283,6.35507919571616
2000-02-06,7.5139618136666,NA,NA,9.01866808804599,6.31475572152571
2000-02-07,7.52165174484253,NA,NA,9.0186653137207,6.36554527282715
2000-02-08,7.5831789970398,NA,NA,8.97489070892334,6.33168411254883
2000-02-09,7.506272315979,NA,NA,8.75598812103271,6.09466791152954
2000-02-10,7.39859962463379,NA,NA,8.36197376251221,5.92537450790405
2000-02-11,7.49088621139526,NA,NA,7.8803915977478,5.92537450790405
2000-02-12,7.56779651208358,NA,NA,8.0256621837616,5.99924772435969
2000-02-13,7.68106165799228,NA,NA,7.8047728321769,6.02541065216064
2000-02-14,7.62932252883911,NA,NA,7.70527410507202,6.02694797515869
2000-02-15,7.98310422897339,NA,NA,7.57393217086792,6.0608081817627
2000-02-16,7.89081287384033,NA,NA,7.61771249771118,6.12852764129639
2000-02-17,7.96771717071533,NA,NA,7.53015375137329,6.19624757766724
2000-02-18,7.89081287384033,NA,NA,7.4863715171814,6.19624757766724
2000-02-19,7.96942936049567,NA,NA,7.48150743378533,6.16991220580207
2000-02-20,8.06550373349871,NA,NA,7.3769211428506,6.14545811925616
2000-02-21,8.1625550058153,NA,NA,7.30395359463162,6.10219317012363
2000-02-22,8.22920894622803,NA,NA,7.4425892829895,6.19624757766724
2000-02-23,8.22920894622803,NA,NA,6.96101093292236,5.99309015274048
2000-02-24,8.15229988098145,NA,NA,6.96101093292236,5.95922994613647
2000-02-25,8.12154006958008,NA,NA,7.66148805618286,5.78993320465088
2000-02-26,8.13971757888794,NA,NA,7.40952847220681,5.80532516132702
2000-02-27,8.11594659631903,NA,NA,7.44932762059299,5.69143574888056
2000-02-28,8.10615921020508,NA,NA,7.64566993713379,5.72221899032593
2000-02-29,8.10615921020508,NA,NA,7.25020933151245,5.451340675354
2000-03-01,8.16768455505371,NA,NA,7.42596864700317,5.58678293228149
2000-03-02,7.92157649993896,NA,NA,7.33808851242065,5.38362312316895
2000-03-03,7.96771717071533,NA,NA,7.33808851242065,5.62063932418823
2000-03-04,7.9138842496005,NA,NA,7.24421551010825,5.45903780243613
2000-03-05,7.82369217005643,NA,NA,7.13636133887551,5.36053774573586
2000-03-06,7.81390523910522,NA,NA,7.07444524765015,5.34976291656494
2000-03-07,7.62932252883911,NA,NA,6.94262266159058,5.1804690361023
2000-03-08,7.7216157913208,NA,NA,7.0305061340332,5.21432828903198
2000-03-09,7.76775789260864,NA,NA,7.11838483810425,5.14660787582397
2000-03-10,7.7216157913208,NA,NA,6.59109926223755,5.21432828903198
2000-03-11,7.70763100277294,NA,NA,6.72691499103199,5.15122610872442
2000-03-12,7.73210148377852,NA,NA,6.65101729739796,5.12506175041199
2000-03-13,7.62932252883911,NA,NA,6.59109926223755,5.14660787582397
2000-03-14,7.53703355789185,NA,NA,6.54715490341187,4.90959310531616
2000-03-15,8.06001281738281,NA,NA,6.32745456695557,5.01117324829102
2000-03-16,8.65989780426025,NA,NA,7.11838483810425,5.55291938781738
2000-03-17,8.49069690704346,NA,NA,6.85474109649658,5.72221899032593
2000-03-18,8.46063433993946,NA,NA,6.94861459732056,5.54214744134383
2000-03-19,8.53474669022994,NA,NA,7.10640166022561,5.57908437468789
2000-03-20,8.56760883331299,NA,NA,7.07444524765015,5.55291938781738
2000-03-21,8.55222702026367,NA,NA,7.33808851242065,5.55291938781738
2000-03-22,8.53684043884277,NA,NA,7.3820309638977,5.68835830688477
2000-03-23,8.5983715057373,NA,NA,7.64566993713379,5.72221899032593
2000-03-24,8.42916965484619,NA,NA,7.46991109848022,5.55291938781738
2000-03-25,8.47741374102506,NA,NA,7.38402631066062,5.5790843963623
2000-03-26,8.47182104804299,NA,NA,7.27617222612554,5.54368602145802
2000-03-27,8.39840888977051,NA,NA,7.11838483810425,5.55291938781738
2000-03-28,8.44455337524414,NA,NA,7.20626783370972,5.41748571395874
2000-03-29,8.56760883331299,NA,NA,7.11838483810425,5.451340675354
2000-03-30,8.82909870147705,NA,NA,7.51385402679443,5.62063932418823
2000-03-31,8.90600776672363,NA,NA,7.82143831253052,5.58678293228149
2000-04-01,8.84517899426547,NA,NA,7.53782046924938,5.61140608787537
2000-04-02,8.89508511803367,NA,NA,7.46591702374545,5.671429048885
2000-04-03,8.81371784210205,NA,NA,7.20626783370972,5.68835830688477
2000-04-04,9.10596370697021,NA,NA,7.55779027938843,5.72221899032593
2000-04-05,8.98291110992432,NA,NA,7.82143831253052,5.75607490539551
2000-04-06,8.9426155090332,NA,NA,7.29414796829224,5.82379579544067
2000-04-07,8.77213478088379,NA,NA,7.11838483810425,5.68835830688477
2000-04-08,8.84169292449951,NA,NA,7.25619866631248,5.81609918854453
2000-04-09,8.82468670064753,NA,NA,7.2322304465554,5.90844169530001
2000-04-10,8.69463920593262,NA,NA,7.16232299804688,6.02694797515869
2000-04-11,8.83413028717041,NA,NA,7.29414796829224,5.95922994613647
2000-04-12,9.051100730896,NA,NA,7.07444524765015,5.89151191711426
2000-04-13,9.19058990478516,NA,NA,7.60172986984253,5.99309015274048
2000-04-14,8.97361660003662,NA,NA,7.11838483810425,5.62063932418823
2000-04-15,9.03349455920133,NA,NA,7.27217708934437,5.72221690958196
2000-04-16,9.03631253675981,NA,NA,7.29414779489691,5.63910833272067
2000-04-17,9.09760284423828,NA,NA,7.33808851242065,5.72221899032593
2000-04-18,8.95811462402344,NA,NA,7.29414796829224,5.451340675354
2000-04-19,8.9426155090332,NA,NA,7.25020933151245,5.41748571395874
2000-04-20,8.97361660003662,NA,NA,7.33808851242065,5.28204774856567
2000-04-21,9.01408301459418,NA,NA,7.33564771546258,5.36857663260566
2000-04-22,9.10424443653652,NA,NA,7.40713790484837,5.35218388693673
2000-04-23,9.19662030537923,NA,NA,7.48699768384298,5.35540816518995
2000-04-24,9.12860012054443,NA,NA,7.33808851242065,5.38362312316895
2000-04-25,9.42306709289551,NA,NA,7.73355197906494,5.31590795516968
2000-04-26,9.36107540130615,NA,NA,7.73355197906494,5.34976291656494
2000-04-27,9.20609664916992,NA,NA,7.73355197906494,5.38362312316895
2000-04-28,9.02011013031006,NA,NA,7.33808851242065,5.38362312316895
2000-04-29,9.12014662135731,NA,NA,7.45393135330894,5.43409572948109
2000-04-30,9.1053526618264,NA,NA,7.38202890482816,5.49653384902261
2000-05-01,9.03561019897461,NA,NA,7.33808851242065,5.55291938781738
2000-05-02,8.98911285400391,NA,NA,7.29414796829224,5.58678293228149
2000-05-03,9.39207363128662,NA,NA,7.20626783370972,5.54595136642456
2000-05-04,9.43856906890869,NA,NA,7.55779027938843,5.40985345840454
2000-05-05,9.43856906890869,NA,NA,7.29414796829224,5.47789907455444
2000-05-06,9.42588741129095,NA,NA,7.29814156618985,5.49831585450606
2000-05-07,9.46463255448775,NA,NA,7.25020560351285,5.52893822843378
2000-05-08,9.46956157684326,NA,NA,7.16232299804688,5.54595136642456
2000-05-09,9.48506259918213,NA,NA,7.16232299804688,5.51192474365234
2000-05-10,9.48506259918213,NA,NA,7.29414796829224,5.61400175094604
2000-05-11,9.53155994415283,NA,NA,7.46991109848022,5.71607303619385
