"date","adjusted"
2016-02-29,1.05304214675218
2016-03-31,1.19625588347141
2016-04-30,1.41310453228353
2016-05-31,1.53198126811014
2016-06-30,1.50795641128032
2016-07-31,1.26607576277852
2016-08-31,1.39469584483644
2016-09-30,1.50514829412804
2016-10-31,1.46209053746765
2016-11-30,1.54258969746058
2016-12-31,1.67235229817828
2017-01-31,1.64773799158862
2017-02-28,1.68517939492116
2017-03-31,1.57878314129913
2017-04-30,1.51382787486083
2017-05-31,1.50764433213933
2017-06-30,1.43650552297953
2017-07-31,1.56536659479642
2017-08-31,1.4736349661944
2017-09-30,1.60104952598152
2017-10-31,1.69672394267123
2017-11-30,1.79095172830785
2017-12-31,1.8893470219218
2018-01-31,2.01965693908922
2018-02-28,1.92324495653566
2018-03-31,1.99732563955267
2018-04-30,2.13946962019064
2018-05-31,2.09173174762534
2018-06-30,2.29862573126014
2018-07-31,2.14539793363617
2018-08-31,2.17784726094613
2018-09-30,2.32489021586664
2018-10-31,2.03775348247352
2018-11-30,1.5890796105319
2018-12-31,1.41684870291363
2019-01-31,1.67831520112263
2019-02-28,1.78533549400331
2019-03-31,1.91267909966217
2019-04-30,1.99407180557779
2019-05-31,1.66926681040716
2019-06-30,1.81935968685305
2019-07-31,1.82776921140505
2019-08-31,1.73040388513271
2019-09-30,1.68705151269711
2019-10-31,1.69048366910803
2019-11-30,1.75153406840813
2019-12-31,1.90514829412804
