"DATE","Value"
2007-01-01,59887
2007-02-01,60897
2007-03-01,62005
2007-04-01,60088
2007-05-01,61173
2007-06-01,60674
2007-07-01,60188
2007-08-01,61828
2007-09-01,63168
2007-10-01,66088
2007-11-01,66307
2007-12-01,61425
2008-01-01,69501
2008-02-01,63769
2008-03-01,63381
2008-04-01,63623
2008-05-01,67978
2008-06-01,69166
2008-07-01,67485
2008-08-01,67582
2008-09-01,66260
2008-10-01,65415
2008-11-01,61225
2008-12-01,65223
2009-01-01,63643
2009-02-01,61685
2009-03-01,59581
2009-04-01,61371
2009-05-01,59595
2009-06-01,58759
2009-07-01,62021
2009-08-01,62600
2009-09-01,62571
2009-10-01,63741
2009-11-01,65091
2009-12-01,67115
2010-01-01,66314
2010-02-01,63358
2010-03-01,65196
2010-04-01,65568
2010-05-01,65792
2010-06-01,67216
2010-07-01,67813
2010-08-01,67389
2010-09-01,67355
2010-10-01,68886
2010-11-01,68578
2010-12-01,69037
2011-01-01,71101
2011-02-01,73267
2011-03-01,76687
2011-04-01,76824
2011-05-01,79668
2011-06-01,78392
2011-07-01,80180
2011-08-01,79567
2011-09-01,82646
2011-10-01,80894
2011-11-01,82343
2011-12-01,82060
2012-01-01,81947
2012-02-01,81906
2012-03-01,83224
2012-04-01,83436
2012-05-01,83351
2012-06-01,82225
2012-07-01,80226
2012-08-01,80835
2012-09-01,80989
2012-10-01,81387
2012-11-01,82392
2012-12-01,83303
2013-01-01,84495
2013-02-01,85114
2013-03-01,84182
2013-04-01,85928
2013-05-01,86330
2013-06-01,88672
2013-07-01,89307
2013-08-01,91115
2013-09-01,90336
2013-10-01,90279
2013-11-01,84283
2013-12-01,100040
2014-01-01,90613
2014-02-01,92516
2014-03-01,92968
2014-04-01,92358
2014-05-01,93942
2014-06-01,95347
2014-07-01,94374
2014-08-01,95398
2014-09-01,92713
2014-10-01,92838
2014-11-01,88933
2014-12-01,96300
2015-01-01,91210
2015-02-01,89804
2015-03-01,91040
2015-04-01,89593
2015-05-01,90401
2015-06-01,88816
2015-07-01,91055
2015-08-01,88785
2015-09-01,90255
2015-10-01,90273
2015-11-01,89517
2015-12-01,89108
2016-01-01,90025
2016-02-01,90769
2016-03-01,87830
2016-04-01,89263
2016-05-01,88721
2016-06-01,88828
2016-07-01,89934
2016-08-01,86172
2016-09-01,93119
2016-10-01,88635
2016-11-01,90648
2016-12-01,91584
2017-01-01,91464
2017-02-01,91548
2017-03-01,91917
2017-04-01,93902
2017-05-01,92105
2017-06-01,94082
2017-07-01,97207
2017-08-01,98053
2017-09-01,98077
2017-10-01,96569
2017-11-01,95862
2017-12-01,96202
2018-01-01,97436
2018-02-01,98932
2018-03-01,100730
2018-04-01,102797
2018-05-01,104056
2018-06-01,104512
2018-07-01,104154
2018-08-01,104605
2018-09-01,105866
2018-10-01,107938
2018-11-01,109501
2018-12-01,110554
2019-01-01,111095
2019-02-01,111950
2019-03-01,113122
2019-04-01,114609
2019-05-01,115764
2019-06-01,116584
2019-07-01,117070
2019-08-01,117834
2019-09-01,118879
2019-10-01,120204
2019-11-01,120773
2019-12-01,120584
2020-01-01,122314
2020-02-01,119140
2020-03-01,50330
2020-04-01,6623
2020-05-01,14260
2020-06-01,28889
2020-07-01,31822
2020-08-01,33686
2020-09-01,36953
2020-10-01,43441
2020-11-01,46277
2020-12-01,48665
2021-01-01,47865
2021-02-01,50526
2021-03-01,55184
2021-04-01,76659
2021-05-01,94267
2021-06-01,107398
2021-07-01,129528
2021-08-01,129775
2021-09-01,117028
2021-10-01,125836
2021-11-01,135358
2021-12-01,143083
2022-01-01,126343
2022-02-01,133668
2022-03-01,152305
2022-04-01,163278
2022-05-01,173459
2022-06-01,175190
2022-07-01,164085
2022-08-01,171115
2022-09-01,182734
2022-10-01,186699
2022-11-01,170710
2022-12-01,180890
2023-01-01,184146
2023-02-01,180124
2023-03-01,176720
2023-04-01,181581
2023-05-01,193388
2023-06-01,187174
2023-07-01,187109
2023-08-01,183069
2023-09-01,197368
