"Commodity","DATE","Price"
"Uranium",2012-01-01,52.3125
"Uranium",2012-02-01,52.0555555555556
"Uranium",2012-03-01,51.2888888888889
"Uranium",2012-04-01,51.3
"Uranium",2012-05-01,51.8888888888889
"Uranium",2012-06-01,50.8333333333333
"Uranium",2012-07-01,50.3555555555556
"Uranium",2012-08-01,49.25
"Uranium",2012-09-01,47.725
"Uranium",2012-10-01,44.6111111111111
"Uranium",2012-11-01,41.5
"Uranium",2012-12-01,43.6666666666667
"Uranium",2013-01-01,42.75
"Uranium",2013-02-01,43.40625
"Uranium",2013-03-01,42.28125
"Uranium",2013-04-01,41.4125
"Uranium",2013-05-01,40.605
"Uranium",2013-06-01,39.9375
"Uranium",2013-07-01,38.0222222222222
"Uranium",2013-08-01,34.9941626409018
"Uranium",2013-09-01,34.4532867494824
"Uranium",2013-10-01,34.8484955891619
"Uranium",2013-11-01,35.59200310559
"Uranium",2013-12-01,34.5932971014493
"Uranium",2014-01-01,35.2149889729048
"Uranium",2014-02-01,35.5467391304348
"Uranium",2014-03-01,34.7028554175293
"Uranium",2014-04-01,32.7445652173913
"Uranium",2014-05-01,28.5398550724638
"Uranium",2014-06-01,28.2254572118702
"Uranium",2014-07-01,28.4002047889099
"Uranium",2014-08-01,30.8293219461698
"Uranium",2014-09-01,34.3718297101449
"Uranium",2014-10-01,35.7517328292375
"Uranium",2014-11-01,40.5973731884058
"Uranium",2014-12-01,36.9482514177693
"Uranium",2015-01-01,35.8977272727273
"Uranium",2015-02-01,38.1875
"Uranium",2015-03-01,39.3181818181818
"Uranium",2015-04-01,38.8409090909091
"Uranium",2015-05-01,35.6904761904762
"Uranium",2015-06-01,36.0454545454545
"Uranium",2015-07-01,36.2826086956522
"Uranium",2015-08-01,36.0952380952381
"Uranium",2015-09-01,37.0568181818182
"Uranium",2015-10-01,37.2386363636364
"Uranium",2015-11-01,35.9642857142857
"Uranium",2015-12-01,35.1630434782609
"Uranium",2016-01-01,34.6904761904762
"Uranium",2016-02-01,34.0071428571429
"Uranium",2016-03-01,30.1065217391304
"Uranium",2016-04-01,27.8166666666667
"Uranium",2016-05-01,27.9545454545455
"Uranium",2016-06-01,27.3522727272727
"Uranium",2016-07-01,25.8452380952381
"Uranium",2016-08-01,25.9021739130435
"Uranium",2016-09-01,24.875
"Uranium",2016-10-01,21.4880952380952
"Uranium",2016-11-01,18.5681818181818
"Uranium",2016-12-01,19.2159090909091
"Uranium",2017-01-01,22.1704545454545
"Uranium",2017-02-01,25.15
"Uranium",2017-03-01,24.6413043478261
"Uranium",2017-04-01,23.25
"Uranium",2017-05-01,21.6413043478261
"Uranium",2017-06-01,19.75
"Uranium",2017-07-01,20.3642857142857
"Uranium",2017-08-01,20.4065217391304
"Uranium",2017-09-01,20.4285714285714
"Uranium",2017-10-01,20.2340909090909
"Uranium",2017-11-01,22.3454545454545
"Uranium",2017-12-01,24.6904761904762
"Uranium",2018-01-01,23.3695652173913
"Uranium",2018-02-01,21.7625
"Uranium",2018-03-01,21.7272727272727
"Uranium",2018-04-01,20.8452380952381
"Uranium",2018-05-01,21.9782608695652
"Uranium",2018-06-01,23.0714285714286
"Uranium",2018-07-01,23.4159090909091
"Uranium",2018-08-01,26.0478260869565
"Uranium",2018-09-01,27.1075
"Uranium",2018-10-01,27.5086956521739
"Uranium",2018-11-01,28.9340909090909
"Uranium",2018-12-01,28.7619047619048
"Uranium",2019-01-01,28.7108695652174
"Uranium",2019-02-01,28.645
"Uranium",2019-03-01,27.202380952381
"Uranium",2019-04-01,25.7045454545455
"Uranium",2019-05-01,24.6847826086956
"Uranium",2019-06-01,24.475
"Uranium",2019-07-01,25.2282608695652
"Uranium",2019-08-01,25.2840909090909
"Uranium",2019-09-01,25.4119047619048
"Uranium",2019-10-01,24.9173913043478
"Uranium",2019-11-01,24.9880952380952
"Uranium",2019-12-01,25.625
"Uranium",2020-01-01,24.6413043478261
"Uranium",2020-02-01,24.6875
"Uranium",2020-03-01,24.6613636363636
"Uranium",2020-04-01,29.9636363636364
"Uranium",2020-05-01,33.5119047619048
"Uranium",2020-06-01,33.0886363636364
"Uranium",2020-07-01,32.3608695652174
"Uranium",2020-08-01,31.3761904761905
"Uranium",2020-09-01,29.9818181818182
"Uranium",2020-10-01,29.6363636363636
"Uranium",2020-11-01,29.4857142857143
"Uranium",2020-12-01,29.7739130434783
"Uranium",2021-01-01,29.8571428571429
"Uranium",2021-02-01,28.6625
"Uranium",2021-03-01,28.3347826086957
"Uranium",2021-04-01,29.7522727272727
"Uranium",2021-05-01,30.2571428571429
"Uranium",2021-06-01,32.1421052631579
"Uranium",2021-07-01,32.3386363636364
"Uranium",2021-08-01,32.1477272727273
"Uranium",2021-09-01,45.078125
"Uranium",2021-10-01,38.4761904761905
"Uranium",2021-11-01,31.099584036973
"Uranium",2021-12-01,36.129303027445
"Uranium",2022-01-01,36.8729211858279
"Uranium",2022-02-01,35.8319143167028
"Uranium",2022-03-01,45.5147010280109
"Uranium",2022-04-01,48.7047309162276
"Uranium",2022-05-01,40.8916264050483
"Uranium",2022-06-01,40.331517452179
"Uranium",2022-07-01,38.9391591777708
"Uranium",2022-08-01,39.8023083089691
"Uranium",2022-09-01,40.9503919345296
"Uranium",2022-10-01,41.3035972523499
"Uranium",2022-11-01,40.9540647801222
"Uranium",2022-12-01,39.1782439361072
