"Commodity","DATE","Price"
"Cobalt",2012-01-01,33006.6666666667
"Cobalt",2012-02-01,31772.619047619
"Cobalt",2012-03-01,31142.7272727273
"Cobalt",2012-04-01,30795.6578947368
"Cobalt",2012-05-01,30516.8181818182
"Cobalt",2012-06-01,28831.9078947368
"Cobalt",2012-07-01,28394.0795454545
"Cobalt",2012-08-01,29050.3636363636
"Cobalt",2012-09-01,29221.25
"Cobalt",2012-10-01,26896.7391304348
"Cobalt",2012-11-01,23563.4090909091
"Cobalt",2012-12-01,23976
"Cobalt",2013-01-01,25518.0909090909
"Cobalt",2013-02-01,25441.325
"Cobalt",2013-03-01,25316.975
"Cobalt",2013-04-01,26209.4523809524
"Cobalt",2013-05-01,27984.380952381
"Cobalt",2013-06-01,30047.5375
"Cobalt",2013-07-01,29290.0434782609
"Cobalt",2013-08-01,26803.4285714286
"Cobalt",2013-09-01,28680.4285714286
"Cobalt",2013-10-01,27037.9565217391
"Cobalt",2013-11-01,26172.4761904762
"Cobalt",2013-12-01,26587.775
"Cobalt",2014-01-01,28134.5681818182
"Cobalt",2014-02-01,31081.85
"Cobalt",2014-03-01,30699.4285714286
"Cobalt",2014-04-01,29771.85
"Cobalt",2014-05-01,29993.225
"Cobalt",2014-06-01,30458.5952380952
"Cobalt",2014-07-01,31697.1956521739
"Cobalt",2014-08-01,32341.5565
"Cobalt",2014-09-01,32350.7386363636
"Cobalt",2014-10-01,31142.4239130435
"Cobalt",2014-11-01,30752.1375
"Cobalt",2014-12-01,30945.2142857143
"Cobalt",2015-01-01,30749.4761904762
"Cobalt",2015-02-01,29155.375
"Cobalt",2015-03-01,27568.7840909091
"Cobalt",2015-04-01,28827.275
"Cobalt",2015-05-01,30066.5789473684
"Cobalt",2015-06-01,30650.3863636364
"Cobalt",2015-07-01,31579.8695652174
"Cobalt",2015-08-01,29243.95
"Cobalt",2015-09-01,27714.3068181818
"Cobalt",2015-10-01,27499.0454545455
"Cobalt",2015-11-01,24413.7023809524
"Cobalt",2015-12-01,23951.1785714286
"Cobalt",2016-01-01,23134.6
"Cobalt",2016-02-01,22275.880952381
"Cobalt",2016-03-01,22982.5238095238
"Cobalt",2016-04-01,23000.5
"Cobalt",2016-05-01,23413.625
"Cobalt",2016-06-01,23692.7272727273
"Cobalt",2016-07-01,25085.5238095238
"Cobalt",2016-08-01,26296.5909090909
"Cobalt",2016-09-01,26625
"Cobalt",2016-10-01,28205.6666666667
"Cobalt",2016-11-01,29258.4090909091
"Cobalt",2016-12-01,31589.375
"Cobalt",2017-01-01,34720.380952381
"Cobalt",2017-02-01,43005
"Cobalt",2017-03-01,52765.2173913043
"Cobalt",2017-04-01,55305.5555555556
"Cobalt",2017-05-01,54941.9404761905
"Cobalt",2017-06-01,57449.4545454545
"Cobalt",2017-07-01,58548.9047619048
"Cobalt",2017-08-01,58465.1363636364
"Cobalt",2017-09-01,60128.5
"Cobalt",2017-10-01,59905.8636363636
"Cobalt",2017-11-01,62118.0454545455
"Cobalt",2017-12-01,72632.0526315789
"Cobalt",2018-01-01,77293.5227272727
"Cobalt",2018-02-01,80792.6
"Cobalt",2018-03-01,87614.9047619048
"Cobalt",2018-04-01,90782.5
"Cobalt",2018-05-01,90250
"Cobalt",2018-06-01,81188.0952380952
"Cobalt",2018-07-01,70647.7272727273
"Cobalt",2018-08-01,63302.2954545455
"Cobalt",2018-09-01,62210.325
"Cobalt",2018-10-01,60626.7826086957
"Cobalt",2018-11-01,54962.9318181818
"Cobalt",2018-12-01,55263.1578947368
"Cobalt",2019-01-01,40704.5454545455
"Cobalt",2019-02-01,32100
"Cobalt",2019-03-01,31333.3333333333
"Cobalt",2019-04-01,33500
"Cobalt",2019-05-01,34166.6666666667
"Cobalt",2019-06-01,28809
"Cobalt",2019-07-01,27340.3260869565
"Cobalt",2019-08-01,30136.5714285714
"Cobalt",2019-09-01,35720.4285714286
"Cobalt",2019-10-01,35263.0869565217
"Cobalt",2019-11-01,35510.1666666667
"Cobalt",2019-12-01,33547.4625
"Cobalt",2020-01-01,32213.0227272727
"Cobalt",2020-02-01,33542.075
"Cobalt",2020-03-01,31119.0454545455
"Cobalt",2020-04-01,29565
"Cobalt",2020-05-01,29562.5921052632
"Cobalt",2020-06-01,29074.3409090909
"Cobalt",2020-07-01,28517.0217391304
"Cobalt",2020-08-01,32914.880952381
"Cobalt",2020-09-01,33482.1022727273
"Cobalt",2020-10-01,33227.875
"Cobalt",2020-11-01,32238.880952381
"Cobalt",2020-12-01,31882.2857142857
"Cobalt",2021-01-01,37883.775
"Cobalt",2021-02-01,47516.45
"Cobalt",2021-03-01,52414.6739130435
"Cobalt",2021-04-01,49020.7
"Cobalt",2021-05-01,44214.85
"Cobalt",2021-06-01,44149.3636363636
"Cobalt",2021-07-01,51649.0227272727
"Cobalt",2021-08-01,51640.5
"Cobalt",2021-09-01,51797.9090909091
"Cobalt",2021-10-01,54779.2857142857
"Cobalt",2021-11-01,60412.5
"Cobalt",2021-12-01,69347.1904761905
"Cobalt",2022-01-01,70527.05
"Cobalt",2022-02-01,71573.6
"Cobalt",2022-03-01,80457.4347826087
"Cobalt",2022-04-01,81790.3809523809
"Cobalt",2022-05-01,77721.3636363636
"Cobalt",2022-06-01,72057.7272727273
"Cobalt",2022-07-01,55713.2380952381
"Cobalt",2022-08-01,49308.8260869565
"Cobalt",2022-09-01,51515.4090909091
"Cobalt",2022-10-01,51509.2380952381
"Cobalt",2022-11-01,51504.5909090909
"Cobalt",2022-12-01,51497.7727272727
